,text,label
3939,"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral
1884,"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",positive
1308,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral
1845,The company expects sales revenue of RMB8 .0 billion in 2009 .,neutral
2386,"Approximately SEK 166 million in repayments has been demanded for overcharging in the Stockholm area , with the remaining SEK 87 million taken from the Western coast , the inspectorate said .",neutral
3069,Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral
818,`` We 've been feeling quite positive about the region as a whole .,positive
1299,"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive
3744,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral
3688,The company is reportedly searching for a replacement for CEO Olli-Pekka Kallasvuo .,neutral
2554,Karppinen expects the consolidation trend to continue in the Finnish market .,neutral
3238,"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral
3296,"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral
1374,The investment will be worth approximately EUR 100mn .,neutral
32,10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,positive
3532,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative
1846,The company has exported into about twenty European countries as well as to Africa .,neutral
2597,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral
3420,"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral
270,The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive
2379,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg .",neutral
3874,The main strength of the cooperation project lies in merging the know-how of two large companies .,positive
1708,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive
1228,What would you like to see changed on Nokia 's next attempt ?,neutral
2828,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",neutral
1032,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral
1201,The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral
193,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive
329,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive
3428,The value of the deal was not disclosed .,neutral
2093,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",positive
625,Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative
2533,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral
1050,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",neutral
3587,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
2260,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral
3270,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral
2927,The value of the order is USD 2.3 mn .,neutral
2114,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",neutral
478,"`` We reached agreement with the union that flights will continue as normal , '' Finnair spokesman Usko Maatta said .",positive
3138,"In addition to Russia , we now seek additional growth in Ukraine .",positive
3522,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative
1030,"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral
2453,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,neutral
3809,Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,negative
1167,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",neutral
2139,Payment of shares shall be effected on subscription .,neutral
474,Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative
3525,The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative
1272,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .",neutral
2042,Each share is entitled to one vote .,neutral
604,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,positive
4143,Sales by Seppala diminished by 6 per cent .,negative
1149,The company is presently examining whether the project would be financially feasible .,neutral
3191,"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral
2911,The total value of the deliveries is some EUR65m .,neutral
1564,"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive
777,Sports equipment sales also progressed well owing to the prolonged winter season .,positive
1416,"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow .",neutral
1599,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,negative
1013,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,positive
11,"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",positive
546,The original contract was signed last summer .,neutral
3360,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral
932,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",neutral
31,"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",positive
1045,"Entire paper mills may be set up , especially in the new EU member states .",neutral
2061,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",neutral
3924,"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative
4160,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative
4005,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",negative
1347,The aim is to develop open-source application solutions .,neutral
1581,"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral
1448,"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive
1435,"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral
1072,Insurance policies should be simple .,neutral
1687,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",neutral
2908,"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral
1729,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive
783,The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive
1691,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,neutral
2776,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,neutral
2578,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral
3972,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative
1348,"The Annual General Meeting approved a dividend of EUR 0.10 per share , that is , a total of EUR 7,8 million .",neutral
416,`` Residentialconstruction in particular has picked up in several markets .,positive
34,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",positive
2295,"We know that it exists , '' Artemyev said .",neutral
2976,What we think ?,neutral
1002,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral
898,"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral
4171,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral
2582,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral
179,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive
3294,The company has 120 employees and annual sales of approximately EUR16m .,neutral
798,The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive
3747,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",neutral
2235,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral
844,Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive
1985,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral
2443,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",neutral
4117,"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",negative
3765,The difference can be explained by the fact that two shipping companies have stopped operating in the Gulf of Finland .,neutral
3483,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative
1816,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive
4190,"Operating profit excluding non-recurring items decreased to EUR 6.2 mn from EUR 16.8 mn in 2007 , representing 2.3 % of net sales .",negative
2821,The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral
1677,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
1257,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral
1876,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 .",positive
1849,The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,neutral
835,fi is developing cooperation in keyword advertising with Microsoft .,positive
4107,"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",negative
1174,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral
3141,"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",neutral
4150,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,negative
1269,Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,neutral
3839,"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative
635,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",positive
612,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",negative
3713,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral
884,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral
1479,Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive
1287,He is resting comfortably and is looking forward to getting back to work . '',neutral
2952,This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral
1364,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",neutral
1133,"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",neutral
3828,Operating loss landed at EUR39m including one-offs and at EUR27m excluding one-offs .,neutral
2929,The value of the orders is about EUR 70mn .,neutral
2384,Another firm Air Liquide was exempted because it left the market in 1998 .,neutral
3544,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative
508,"Helsinki on October 22 , 2008 SSH COMMUNICATIONS SECURITY CORP Board of Directors For further information , please contact : Tomi Laamanen , Chairman , tel. +358 0 400 609 544 Distribution : NASDAQ OMX Helsinki Ltd. .",neutral
136,"According to HKScan Finland , the plan is to increase J+ñrvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",positive
1732,Aspokem posted an operating profit of 2.7 mln euro ( $ 3.5 mln ) and net sales of 89.1 mln euro ( $ 116.8 mln ) in 2006 .,neutral
1185,"The order includes a steel frame , load-bearing roof structures and partition wall elements , and Rautaruukki said it expects to complete installation as early as May next year .",neutral
811,`` Demand for sports equipment was good in 2005 .,positive
3117,Fortum is now considering taking part in nuclear energy projects outside of Finland .,neutral
1494,"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",positive
3443,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,neutral
694,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,positive
3444,To see a slide show of all the newest product releases from Fiskars .,neutral
3279,The changes in readership were not significant .,neutral
2823,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral
938,Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral
1251,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,neutral
3269,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,neutral
3723,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative
71,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive
666,"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive
1699,"The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
1767,"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",neutral
3494,Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative
2252,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",neutral
3999,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative
603,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive
680,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive
1534,The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,neutral
1930,The optimization of the steel components heating process will reduce the energy consumption .,positive
1229,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral
2487,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral
3397,The solution will be installed in the USA to support the North American operations of the customer .,neutral
3207,Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,neutral
1669,Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral
768,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive
3052,As a result some 20 persons will no longer be needed .,negative
720,"According to Ringman , Finnish paper companies have acquired know-how and capacity in paper recycling , which has turned out to be a successful strategy .",positive
3911,"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",neutral
2462,"Financial , strategic and operational factors are considered .",neutral
1132,Symphony Services provides development services for Aldata GOLD .,neutral
2780,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
2648,Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral
3035,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral
853,Strong growth has continued also in China .,positive
560,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive
4191,Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative
29,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",positive
1994,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral
893,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral
1508,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",positive
1024,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral
2350,According to the announcement of the Helsinki Stock Exchange the share of Sentera shall be delisted from the NM-list of the Helsinki Stock Exchange accordingly .,neutral
4022,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative
2383,An EU law on the issue may be introduced around 2010 .,neutral
2641,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",neutral
554,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .",positive
1410,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",neutral
3471,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral
2365,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral
2942,"Therefore , Phase III of the research will not be conducted by Abbott .",neutral
2035,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,neutral
3259,"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral
1762,"For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland .",positive
2164,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",neutral
3771,"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral
2975,We are now taking Marimekko there on a distinctly more significant scale .,neutral
4056,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,negative
2395,Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral
183,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive
2490,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral
3277,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral
2998,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral
2595,New Novator products are supposed to be exported .,neutral
3340,The expanded company will continue to be called NewPage .,neutral
1106,"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries .",neutral
513,"`` With this agreement , we can continue our good cooperationand at the same time release capital that has been tied up in ourmachinery operation .",positive
3621,Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral
3023,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,neutral
3426,The value of the deal has not been disclosed .,neutral
766,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive
611,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative
2353,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard .",neutral
1622,"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive
2020,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",neutral
2465,Financial terms were not disclosed .,neutral
68,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive
4027,Sanoma News ' advertising sales decreased by 22 % during the year .,negative
3953,"Vanhanen said the strike would be `` extremely damaging '' as some 1,300 participants and reporters begin to arrive in Finland for the one-day EU summit with Russian President Vladimir Putin in Lahti , about 100 kilometers ( 60 miles ) north of Helsinki .",negative
461,The revenues of the business reached NOK 12 million for 2008 .,neutral
222,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive
100,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive
1009,"Also , a six-year historic analysis is provided for this market .",neutral
3890,"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",neutral
200,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive
3491,"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative
1022,BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral
1184,"The opportunity will be available only for few employees , however .",neutral
2413,"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",neutral
2442,Deliveries by Outotec will take place over 30 months .,neutral
1675,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees .",neutral
1451,"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",positive
2526,"In this way , the industry 's starting point has been the consumers ' needs .",neutral
1990,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral
127,Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive
3934,"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive
1268,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location .",neutral
1521,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative
324,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive
2335,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral
3400,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland .",neutral
2793,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",neutral
4084,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,negative
1825,"Sales are expected to increase in the end of the year 2006 , however .",positive
2973,"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",neutral
498,"The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan .",positive
2493,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral
658,`` This is a win for all OEMs targeting to develop WiMAX products .,positive
2854,"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral
3272,The bridge is part of the highway 14 development project .,neutral
4204,"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative
3306,The company will use the assets for strengthening its balance sheet and financial position .,positive
3049,Around 250 of these reductions will be implemented through pension arrangements .,neutral
3647,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
4054,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .",negative
2423,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral
3833,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative
3181,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral
225,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive
2831,The new units should become one of the largest ones within the company .,neutral
2072,GyPSii service supports ten different languages including Korean and Russian .,neutral
164,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive
1602,"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",neutral
976,- Tikkurila inspires you to color your life .,neutral
249,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive
2,With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive
